transaction_id,customer_id,merchant_id,amount,currency,payment_method,payment_gateway,card_type,transaction_timestamp,customer_payment_success_rate,customer_previous_transactions,customer_previous_failures,days_since_last_successful_payment,device_type,device_id,ip_risk_score,customer_location,merchant_category,merchant_risk_score,avs_result,cvv_result,authentication_result,bank_response_code,gateway_response_code,payment_status,failure_code,failure_reason,is_retryable,recovery_probability_target,recovered
tx_00000148,cust_000259,merch_0031,502.48,INR,DEBIT_CARD,RAZORPAY,MASTERCARD,2026-06-11 13:23:31,0.8652,11,3,9.9,DESKTOP_WINDOWS,dev_140831,2.58,"Mumbai, IN",EDTECH,13.88,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000552,cust_000229,merch_0011,150.75,INR,WALLET,RAZORPAY,NA,2026-07-09 00:15:34,0.719,16,5,24.4,MOBILE_ANDROID,dev_190034,8.62,"Chennai, IN",EDTECH,9.25,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000354,cust_000092,merch_0037,485.88,INR,NET_BANKING,RAZORPAY,NA,2026-06-13 05:25:18,0.7203,15,8,5.4,MOBILE_ANDROID,dev_638575,10.82,"Mumbai, IN",ECOMMERCE,3.06,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000636,cust_000250,merch_0002,3091.46,INR,CREDIT_CARD,ICICI_PG,RUPAY,2026-07-20 06:27:31,0.82,9,3,3.2,MOBILE_IOS,dev_880736,0.67,"Delhi, IN",EDTECH,23.05,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000730,cust_000014,merch_0014,215.56,INR,CREDIT_CARD,RAZORPAY,MASTERCARD,2026-06-30 03:08:08,0.9555,19,1,1.2,MOBILE_ANDROID,dev_178807,6.18,"Bengaluru, IN",ECOMMERCE,13.6,MATCH,MATCH,ATTEMPTED,54_EXPIRED_CARD,GATEWAY_400_BAD_REQUEST,FAILED,EXPIRED_CARD,Card expiry date has passed.,False,0.2505,0.0
tx_00000550,cust_000203,merch_0015,153.27,INR,CREDIT_CARD,HDFC_PG,RUPAY,2026-07-16 15:13:03,0.4007,19,14,16.0,DESKTOP_WINDOWS,dev_862717,10.83,"Bengaluru, IN",FINANCIAL_SERVICES,7.49,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000752,cust_000231,merch_0037,2268.82,INR,UPI,RAZORPAY,NA,2026-07-28 04:32:27,0.9174,9,0,27.2,MOBILE_ANDROID,dev_238498,15.97,"Bengaluru, IN",SAAS,33.25,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000086,cust_000041,merch_0002,125.52,INR,CREDIT_CARD,RAZORPAY,VISA,2026-07-19 16:07:54,0.8543,14,0,42.1,MOBILE_ANDROID,dev_676035,12.88,"Mumbai, IN",ECOMMERCE,8.47,MATCH,MATCH,SUCCESS,51_INSUFFICIENT_FUNDS,GATEWAY_400_DECLINED,FAILED,INSUFFICIENT_FUNDS,Customer account balance insufficient at transaction time.,True,0.4827,1.0
tx_00000518,cust_000132,merch_0029,206.38,INR,UPI,RAZORPAY,NA,2026-06-12 23:06:16,0.7774,20,5,2.2,MOBILE_ANDROID,dev_659743,2.55,"Bengaluru, IN",GAMING,18.47,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000126,cust_000187,merch_0034,877.12,INR,UPI,RAZORPAY,NA,2026-06-08 07:13:35,0.6431,6,1,1.2,DESKTOP_WINDOWS,dev_196816,5.18,"Mumbai, IN",ECOMMERCE,10.08,NO_MATCH,NOT_CHECKED,FAILED,59_SUSPECTED_FRAUD,GATEWAY_403_RISK_BLOCK,FAILED,FRAUD_RISK_BLOCK,Transaction flagged by risk engine or fraud rules.,False,0.0341,0.0
tx_00000748,cust_000028,merch_0006,99.49,INR,NET_BANKING,ICICI_PG,NA,2026-07-13 21:17:57,0.9459,9,0,42.7,MOBILE_IOS,dev_334099,1.71,"Bengaluru, IN",EDTECH,3.88,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000634,cust_000039,merch_0048,3174.19,INR,UPI,CASHFREE,NA,2026-06-26 23:21:30,0.8731,9,1,57.5,DESKTOP_MAC,dev_721436,2.7,"Mumbai, IN",SAAS,36.47,MATCH,NOT_CHECKED,SUCCESS,91_TIMEOUT,GATEWAY_504_TIMEOUT,FAILED,TEMPORARY_GATEWAY_FAILURE,Transient gateway downtime or rate limit.,True,0.793,1.0
tx_00000447,cust_000177,merch_0034,2491.89,INR,DEBIT_CARD,RAZORPAY,VISA,2026-07-01 02:47:58,0.8975,11,1,22.5,MOBILE_IOS,dev_600279,8.87,"Delhi, IN",FINANCIAL_SERVICES,6.22,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000791,cust_000247,merch_0003,239.05,INR,UPI,RAZORPAY,NA,2026-07-05 16:35:46,0.7623,16,1,3.8,DESKTOP_WINDOWS,dev_452431,35.23,"Bengaluru, IN",UTILITIES,4.2,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000013,cust_000131,merch_0002,588.83,INR,CREDIT_CARD,BILLDESK,VISA,2026-08-01 13:00:41,0.8613,14,2,17.5,MOBILE_ANDROID,dev_297430,17.82,"Delhi, IN",ECOMMERCE,7.87,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000960,cust_000154,merch_0033,308.33,INR,UPI,ICICI_PG,NA,2026-08-12 08:51:45,0.452,9,3,9.9,MOBILE_IOS,dev_233745,23.07,"Hyderabad, IN",ECOMMERCE,15.26,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000043,cust_000092,merch_0008,1254.55,INR,UPI,RAZORPAY,NA,2026-07-06 04:16:24,0.7021,16,9,21.7,MOBILE_IOS,dev_275966,19.45,"Mumbai, IN",ECOMMERCE,15.75,PARTIAL_MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000435,cust_000090,merch_0013,91.66,INR,UPI,BILLDESK,NA,2026-06-07 21:21:23,0.8145,18,2,7.2,MOBILE_ANDROID,dev_232777,14.15,"Mumbai, IN",ECOMMERCE,17.82,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000924,cust_000148,merch_0047,294.97,INR,UPI,HDFC_PG,NA,2026-07-01 05:56:08,0.4487,20,7,3.6,MOBILE_ANDROID,dev_271869,41.08,"Mumbai, IN",ECOMMERCE,5.53,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000886,cust_000042,merch_0033,1572.61,INR,DEBIT_CARD,HDFC_PG,VISA,2026-06-20 11:09:31,0.7395,11,3,17.3,MOBILE_ANDROID,dev_350736,7.6,"Bengaluru, IN",GAMING,14.95,MATCH,MATCH,SUCCESS,91_TIMEOUT,GATEWAY_504_TIMEOUT,FAILED,TEMPORARY_GATEWAY_FAILURE,Transient gateway downtime or rate limit.,True,0.6688,1.0
tx_00000533,cust_000220,merch_0022,164.39,USD,CREDIT_CARD,ICICI_PG,MASTERCARD,2026-06-20 07:14:51,0.884,14,2,19.5,DESKTOP_WINDOWS,dev_178066,9.37,"Mumbai, IN",UTILITIES,11.69,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000873,cust_000023,merch_0050,660.94,INR,CREDIT_CARD,ICICI_PG,MASTERCARD,2026-07-13 17:02:36,0.7632,12,3,0.7,MOBILE_ANDROID,dev_315932,10.56,"Hyderabad, IN",SAAS,6.92,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000391,cust_000039,merch_0018,969.1,INR,UPI,HDFC_PG,NA,2026-08-04 13:30:04,0.8683,11,2,15.1,MOBILE_ANDROID,dev_973663,8.04,"Delhi, IN",ECOMMERCE,19.28,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000396,cust_000023,merch_0035,157.06,INR,NET_BANKING,BILLDESK,NA,2026-07-09 07:45:11,0.8309,15,1,7.0,MOBILE_ANDROID,dev_612625,4.94,"Hyderabad, IN",FINANCIAL_SERVICES,16.44,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000751,cust_000273,merch_0022,113.24,INR,UPI,ICICI_PG,NA,2026-06-01 20:47:46,0.6661,17,7,9.0,DESKTOP_WINDOWS,dev_234048,16.55,"Hyderabad, IN",UTILITIES,39.42,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000573,cust_000136,merch_0020,1970.57,INR,CREDIT_CARD,ICICI_PG,RUPAY,2026-06-13 03:07:26,0.4423,17,8,13.6,MOBILE_ANDROID,dev_182151,8.31,"Hyderabad, IN",SAAS,29.87,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000198,cust_000259,merch_0009,1337.09,INR,UPI,RAZORPAY,NA,2026-06-30 23:00:27,0.8589,12,2,9.2,DESKTOP_WINDOWS,dev_189694,24.24,"Mumbai, IN",ECOMMERCE,22.47,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000045,cust_000035,merch_0037,127.91,INR,CREDIT_CARD,RAZORPAY,MASTERCARD,2026-06-14 03:45:38,0.9362,10,1,0.8,MOBILE_ANDROID,dev_116471,1.54,"Mumbai, IN",EDTECH,6.06,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000167,cust_000081,merch_0026,829.28,INR,DEBIT_CARD,RAZORPAY,MASTERCARD,2026-08-10 05:33:42,0.9511,17,0,29.1,MOBILE_IOS,dev_126038,6.37,"Bengaluru, IN",GAMING,10.97,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000708,cust_000073,merch_0031,317.7,USD,DEBIT_CARD,RAZORPAY,VISA,2026-07-22 15:25:09,0.8631,8,0,12.6,DESKTOP_WINDOWS,dev_648392,24.21,"Chennai, IN",ECOMMERCE,20.67,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000768,cust_000111,merch_0024,458.4,INR,UPI,HDFC_PG,NA,2026-07-31 16:28:12,0.9337,13,1,14.2,MOBILE_IOS,dev_122474,23.28,"Bengaluru, IN",SAAS,5.1,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000915,cust_000130,merch_0021,1406.9,INR,CREDIT_CARD,BILLDESK,VISA,2026-06-12 11:44:31,0.7401,18,5,8.2,MOBILE_ANDROID,dev_813182,13.64,"Mumbai, IN",ECOMMERCE,13.89,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000161,cust_000052,merch_0028,4646.06,INR,UPI,ICICI_PG,NA,2026-07-06 03:27:14,0.8262,8,0,6.2,MOBILE_IOS,dev_125960,5.46,"Mumbai, IN",ECOMMERCE,11.31,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000991,cust_000189,merch_0015,206.61,INR,UPI,RAZORPAY,NA,2026-06-24 15:32:01,0.9054,10,2,43.6,MOBILE_IOS,dev_679571,8.44,"Bengaluru, IN",GAMING,20.04,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000192,cust_000240,merch_0043,582.18,EUR,DEBIT_CARD,RAZORPAY,MASTERCARD,2026-08-01 06:51:02,0.7654,15,4,19.0,MOBILE_ANDROID,dev_243932,13.86,"Bengaluru, IN",ECOMMERCE,23.55,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000699,cust_000022,merch_0049,51.06,INR,DEBIT_CARD,ICICI_PG,VISA,2026-06-10 15:20:37,0.9206,14,1,12.5,MOBILE_ANDROID,dev_929784,17.95,"Mumbai, IN",FINANCIAL_SERVICES,10.56,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000223,cust_000099,merch_0010,99.04,INR,UPI,ICICI_PG,NA,2026-08-20 04:24:40,0.9735,11,0,5.6,MOBILE_ANDROID,dev_599224,20.34,"Mumbai, IN",ECOMMERCE,31.47,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000110,cust_000042,merch_0017,1449.15,USD,UPI,ICICI_PG,NA,2026-06-21 17:15:29,0.9762,8,1,5.9,MOBILE_IOS,dev_261468,10.13,"Mumbai, IN",ECOMMERCE,21.97,MATCH,NOT_CHECKED,SUCCESS,51_INSUFFICIENT_FUNDS,GATEWAY_400_DECLINED,FAILED,INSUFFICIENT_FUNDS,Customer account balance insufficient at transaction time.,True,0.5646,1.0
tx_00000235,cust_000254,merch_0037,3105.25,INR,UPI,RAZORPAY,NA,2026-05-27 18:32:44,0.8781,9,0,20.5,MOBILE_ANDROID,dev_632589,8.68,"London, UK",ECOMMERCE,31.74,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000615,cust_000133,merch_0007,5537.29,INR,UPI,RAZORPAY,NA,2026-06-16 09:25:13,0.7265,8,1,5.5,MOBILE_ANDROID,dev_921070,11.28,"Mumbai, IN",ECOMMERCE,10.98,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
